1.000000000000000000e+01 5.000000000000000000e+01
1.000000000000000000e+01 5.000000000000000000e+01
9.650294597444670330e+00 4.656409290873489937e+01
9.650294597444670330e+00 4.656409290873489937e+01
9.650294597444670330e+00 4.656409290873489937e+01
8.356586211883788806e+00 3.491626655832312309e+01
8.356586211883788806e+00 3.491626655832312309e+01
8.356586211883788806e+00 3.491626655832312309e+01
8.197007275698410922e+00 3.359546413892634575e+01
7.969838440707220251e+00 3.175916238548724735e+01
7.419395548168187027e+00 2.752371515008895742e+01
7.419395548168187027e+00 2.752371515008895742e+01
7.171049404392644711e+00 2.571197478012005178e+01
7.171049404392644711e+00 2.571197478012005178e+01
7.101973815741886575e+00 2.521901603974168538e+01
7.011968306093704584e+00 2.458384976283130996e+01
6.810465006047164316e+00 2.319121679929650170e+01
6.810465006047164316e+00 2.319121679929650170e+01
6.810465006047164316e+00 2.319121679929650170e+01
7.085892002415486779e+00 2.510493273494788014e+01
7.085892002415486779e+00 2.510493273494788014e+01
5.337677738468117994e+00 1.424540181986906084e+01
5.357879988314842912e+00 1.435343898459233003e+01
5.681654006542377289e+00 1.614059612502952490e+01
4.329470492352455402e+00 9.372157372075307080e+00
4.329470492352455402e+00 9.372157372075307080e+00
4.329470492352455402e+00 9.372157372075307080e+00
4.329470492352455402e+00 9.372157372075307080e+00
4.329470492352455402e+00 9.372157372075307080e+00
3.235580450882437731e+00 5.234490427066299745e+00
2.897986789610780267e+00 4.199163716379298528e+00
2.921378729432491994e+00 4.267226840390300424e+00
2.398680939414124857e+00 2.876835124554314227e+00
2.398680939414124857e+00 2.876835124554314227e+00
9.798945117912234437e-01 4.800966271192800838e-01
3.212486505890056465e-01 5.160034775262851980e-02
7.981119188733630798e-01 3.184913175238608396e-01
6.571464772160360290e-01 2.159207462587230675e-01
6.571464772160360290e-01 2.159207462587230675e-01
4.441896912439888823e-01 9.865224090371509102e-02
4.733275510997794755e-01 1.120194853150571768e-01
4.733275510997794755e-01 1.120194853150571768e-01
7.706388366089890196e-01 2.969421082450280358e-01
-1.140478087517058814e+00 6.503451340532839797e-01
1.632859502462606915e-01 1.333115077391216173e-02
7.396503103287094261e-01 2.735412907846780928e-01
7.396503103287094261e-01 2.735412907846780928e-01
7.396503103287094261e-01 2.735412907846780928e-01
