5.000000000000000000e-01 1.000000000000000000e+00
5.000000000000000000e-01 1.000000000000000000e+00
6.382175361648327883e-01 1.000000000000000000e+00
6.382175361648327883e-01 1.000000000000000000e+00
4.886051313988858946e-01 1.000000000000000000e+00
3.869132148912662883e-01 1.000000000000000000e+00
3.869132148912662883e-01 1.000000000000000000e+00
3.869132148912662883e-01 1.000000000000000000e+00
3.869132148912662883e-01 1.000000000000000000e+00
3.869132148912662883e-01 1.000000000000000000e+00
3.869132148912662883e-01 1.000000000000000000e+00
7.406379489276633254e-01 1.000000000000000000e+00
7.481860782052686121e-01 1.000000000000000000e+00
7.481860782052686121e-01 1.000000000000000000e+00
7.481860782052686121e-01 1.000000000000000000e+00
6.438579463325937446e-01 1.000000000000000000e+00
6.438579463325937446e-01 1.000000000000000000e+00
7.527946365920423766e-02 1.000000000000000000e+00
7.527946365920423766e-02 1.000000000000000000e+00
7.527946365920423766e-02 1.000000000000000000e+00
7.527946365920423766e-02 1.000000000000000000e+00
7.527946365920423766e-02 1.000000000000000000e+00
7.527946365920423766e-02 1.000000000000000000e+00
7.527946365920423766e-02 1.000000000000000000e+00
7.527946365920423766e-02 1.000000000000000000e+00
7.527946365920423766e-02 1.000000000000000000e+00
7.527946365920423766e-02 1.000000000000000000e+00
7.527946365920423766e-02 1.000000000000000000e+00
7.527946365920423766e-02 1.000000000000000000e+00
7.527946365920423766e-02 1.000000000000000000e+00
7.527946365920423766e-02 1.000000000000000000e+00
7.527946365920423766e-02 1.000000000000000000e+00
7.527946365920423766e-02 1.000000000000000000e+00
7.527946365920423766e-02 1.000000000000000000e+00
7.527946365920423766e-02 1.000000000000000000e+00
7.527946365920423766e-02 1.000000000000000000e+00
1.413009541572545213e-01 1.000000000000000000e+00
1.413009541572545213e-01 1.000000000000000000e+00
1.413009541572545213e-01 1.000000000000000000e+00
1.413009541572545213e-01 1.000000000000000000e+00
1.413009541572545213e-01 1.000000000000000000e+00
1.413009541572545213e-01 1.000000000000000000e+00
3.096109330665838266e-01 1.000000000000000000e+00
7.735955422898551648e-01 1.000000000000000000e+00
7.735955422898551648e-01 1.000000000000000000e+00
5.413095864073667052e-01 1.000000000000000000e+00
5.413095864073667052e-01 1.000000000000000000e+00
5.413095864073667052e-01 1.000000000000000000e+00
4.421706906002059734e-01 1.000000000000000000e+00
4.421706906002059734e-01 1.000000000000000000e+00
3.478867544551613733e-01 1.000000000000000000e+00
3.478867544551613733e-01 1.000000000000000000e+00
3.464356244502515003e-01 1.000000000000000000e+00
3.464356244502515003e-01 1.000000000000000000e+00
3.514798320983757995e-01 1.000000000000000000e+00
3.079379573375074508e-01 1.000000000000000000e+00
2.826060335080478603e-01 1.000000000000000000e+00
2.477869898254506376e-01 1.000000000000000000e+00
4.125350995696261958e-01 1.000000000000000000e+00
3.858151877895291681e-01 1.000000000000000000e+00
3.858151877895291681e-01 1.000000000000000000e+00
3.936009010192924040e-01 1.000000000000000000e+00
3.936009010192924040e-01 1.000000000000000000e+00
3.710495966277777558e-01 1.000000000000000000e+00
3.710495966277777558e-01 1.000000000000000000e+00
3.710495966277777558e-01 1.000000000000000000e+00
