1.000000000000000000e+01 1.000000000000000000e+01 1.000000000000000000e+01 1.000000000000000000e+01 1.000000000000000000e+01 1.000000000000000000e+01 1.000000000000000000e+01 1.000000000000000000e+01 1.000000000000000000e+01 1.000000000000000000e+01 5.000000000000000000e+02
1.000000000000000000e+01 1.000000000000000000e+01 1.000000000000000000e+01 1.000000000000000000e+01 1.000000000000000000e+01 1.000000000000000000e+01 1.000000000000000000e+01 1.000000000000000000e+01 1.000000000000000000e+01 1.000000000000000000e+01 5.000000000000000000e+02
7.748025262938138980e+00 7.717994111530659396e+00 8.322345670758664937e+00 1.047959779012629866e+01 8.703663174401770064e+00 8.332324774591073790e+00 9.679482769790478613e+00 7.362980850606294148e+00 9.185588333734912680e+00 9.951206495843832656e+00 3.875857710733519639e+02
7.748025262938138980e+00 7.717994111530659396e+00 8.322345670758664937e+00 1.047959779012629866e+01 8.703663174401770064e+00 8.332324774591073790e+00 9.679482769790478613e+00 7.362980850606294148e+00 9.185588333734912680e+00 9.951206495843832656e+00 3.875857710733519639e+02
8.326164077740507707e+00 6.151748474988987248e+00 7.198890238997442736e+00 1.137812198536939157e+01 7.836551660085013360e+00 8.446455664055031676e+00 9.749782575955620700e+00 7.679430453413434776e+00 8.626112873945778858e+00 1.102263351114797807e+01 3.855745192722251318e+02
9.169590776621264538e+00 5.723763038840309569e+00 7.859940477199301334e+00 1.109827525949398463e+01 1.051162832935253988e+01 8.694367153888652666e+00 9.102017027785914038e+00 6.344560126665063748e+00 8.909697117797811927e+00 8.862969144707292912e+00 3.844573343415351019e+02
9.169590776621264538e+00 5.723763038840309569e+00 7.859940477199301334e+00 1.109827525949398463e+01 1.051162832935253988e+01 8.694367153888652666e+00 9.102017027785914038e+00 6.344560126665063748e+00 8.909697117797811927e+00 8.862969144707292912e+00 3.844573343415351019e+02
8.238188923049435175e+00 4.921597632960436286e+00 8.135583726614724398e+00 1.113562847842446502e+01 1.219070475670236142e+01 8.556005067722496804e+00 8.716507798432228782e+00 6.722909804352687146e+00 9.144945914063288939e+00 7.801000836397021132e+00 3.848795018085261859e+02
8.238188923049435175e+00 4.921597632960436286e+00 8.135583726614724398e+00 1.113562847842446502e+01 1.219070475670236142e+01 8.556005067722496804e+00 8.716507798432228782e+00 6.722909804352687146e+00 9.144945914063288939e+00 7.801000836397021132e+00 3.848795018085261859e+02
7.917807616916053171e+00 4.083562247881782348e+00 7.193263285819516462e+00 1.086895770279634021e+01 1.187382696276029392e+01 8.012596064981122979e+00 7.579027477343686314e+00 7.640133606538483058e+00 1.013593704269497309e+01 8.629491087682939821e+00 3.737262669856015123e+02
